Date,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y
Y7-M08-D24,113.04,144.62,331.18,36.91,10.1,12.37,61.94,3.2,13.45,130.47,881.36,409.96,348.35,373.74,39.09,17.12,148.55,28.34,79.1,41.17,46.03,164.0,179.38,1.46,261.81
Y7-M08-D25,113.12,145.23,338.88,37.79,10.02,12.31,61.26,3.1,13.25,133.59,811.66,405.49,339.46,358.4,37.84,17.4,150.46,28.73,78.63,41.03,45.52,163.04,180.62,1.51,263.62
Y7-M08-D26,113.45,146.03,335.42,40.38,10.11,11.65,59.8,3.09,13.81,134.13,777.46,403.64,337.03,339.96,36.83,17.4,151.41,27.44,78.08,40.79,45.97,162.05,176.58,1.52,261.95
Y7-M08-D29,112.74,144.53,337.5,40.59,10.2,12.33,62.75,3.22,14.49,136.79,778.45,400.07,345.72,348.02,36.81,17.71,154.59,27.32,79.51,41.0,46.17,160.03,181.17,1.55,275.74
Y7-M08-D30,110.84,143.07,338.94,38.82,10.03,12.58,63.08,3.33,14.73,128.62,758.82,389.56,348.36,347.01,37.42,17.81,156.55,28.37,78.29,41.08,46.74,158.48,178.79,1.59,284.72
Y7-M08-D31,112.28,145.01,345.62,39.79,10.66,13.39,65.63,3.41,15.31,135.93,739.47,391.46,350.61,356.89,37.85,17.93,157.21,28.16,77.68,40.64,48.47,147.56,178.76,1.63,304.5
Y7-M09-D01,113.48,145.53,351.21,40.74,10.96,13.57,65.95,3.41,14.95,133.75,744.8,397.47,342.93,364.28,37.41,17.94,156.75,28.66,74.8,39.49,47.55,140.01,182.45,1.57,298.61
Y7-M09-D02,113.43,143.49,358.15,38.95,9.75,13.27,65.39,3.66,14.76,138.13,721.58,391.26,333.54,360.29,37.95,18.22,156.4,27.73,74.61,38.76,47.26,142.9,186.96,1.53,320.08
Y7-M09-D05,112.67,144.37,360.44,39.22,9.46,13.39,63.83,3.5,14.72,135.07,757.69,385.52,334.27,373.26,38.14,18.4,155.13,27.83,73.62,38.81,45.91,143.57,191.96,1.6,327.72
Y7-M09-D06,112.67,145.58,355.87,39.88,9.62,13.9,62.41,3.56,14.77,135.37,704.5,376.6,334.09,362.39,38.12,18.27,151.83,27.59,72.14,38.42,45.89,152.0,195.79,1.7,358.55
Y7-M09-D07,111.73,145.77,361.3,41.14,9.59,14.11,61.57,3.55,14.67,133.32,691.81,367.42,333.19,355.21,37.31,18.04,150.57,27.13,70.88,37.49,45.22,149.83,195.99,1.67,347.55
Y7-M09-D08,110.15,144.8,353.47,40.13,9.59,13.89,64.33,3.61,14.96,128.9,681.31,368.81,322.56,359.32,37.71,18.11,150.67,26.96,69.65,37.98,46.62,151.68,196.19,1.63,355.62
Y7-M09-D09,109.2,142.74,344.95,38.71,9.33,14.89,63.87,3.71,14.97,123.84,650.35,368.13,321.9,358.27,36.85,17.93,152.02,27.54,72.34,38.23,47.11,153.38,196.37,1.66,337.93
Y7-M09-D12,107.73,140.79,331.05,38.07,9.31,15.03,60.3,3.84,15.32,119.8,635.99,366.89,321.5,357.24,37.81,17.87,152.32,27.82,75.18,38.49,47.6,147.82,202.98,1.68,345.39
Y7-M09-D13,108.98,141.28,342.1,38.36,9.77,14.93,60.54,3.75,15.52,121.89,640.74,361.57,319.42,346.05,37.64,17.87,151.83,28.49,75.74,39.18,47.57,149.94,202.95,1.67,371.94
Y7-M09-D14,110.83,143.79,359.28,38.62,9.73,14.76,62.09,3.56,14.7,113.68,653.49,368.21,318.25,345.63,37.74,17.87,146.46,27.33,76.33,37.92,47.77,148.56,203.97,1.71,386.7
Y7-M09-D15,110.84,143.65,344.63,38.13,10.12,14.18,64.14,3.21,15.73,110.98,682.0,365.08,318.98,336.28,37.65,17.72,142.9,26.12,71.75,37.33,49.12,149.33,207.56,1.69,368.47
Y7-M09-D16,113.51,145.56,346.59,36.82,9.89,13.88,63.92,3.06,15.29,111.4,686.33,381.03,324.23,337.47,37.45,17.88,143.61,25.64,70.6,37.99,48.82,149.91,208.62,1.73,357.9
Y7-M09-D19,114.0,146.7,354.76,36.26,10.22,14.13,64.22,3.13,15.48,106.42,690.3,377.56,337.4,344.84,38.44,18.14,145.64,25.97,74.31,38.29,48.94,152.49,212.28,1.79,351.78
Y7-M09-D20,114.24,145.94,354.52,35.74,10.18,14.24,66.18,3.24,15.21,113.03,717.58,375.36,343.1,345.88,38.71,18.24,146.06,24.48,71.54,38.14,49.48,159.55,215.11,1.79,355.98
Y7-M09-D21,112.55,144.03,357.6,35.15,10.08,14.41,66.5,3.35,15.21,115.92,758.51,394.37,349.86,356.26,39.19,18.35,145.16,24.9,67.3,38.24,49.06,158.6,223.09,1.85,380.27
Y7-M09-D22,108.78,140.95,355.41,35.72,9.62,14.46,69.0,3.21,15.63,124.35,768.6,393.02,347.83,361.62,39.05,18.22,145.33,23.88,64.41,37.88,48.95,156.35,223.15,1.77,376.21
Y7-M09-D23,109.49,139.96,346.44,35.92,9.7,14.38,69.42,3.37,16.43,130.02,794.37,380.34,353.58,359.59,39.23,18.35,144.95,24.08,65.0,37.8,50.11,153.16,225.72,1.8,369.35
Y7-M09-D26,112.79,138.45,340.91,35.48,9.78,13.84,69.42,3.27,16.27,139.45,844.23,384.03,359.79,360.78,40.13,18.61,147.72,25.27,65.8,37.27,49.9,149.95,229.63,1.8,360.97
Y7-M09-D27,110.94,138.66,332.41,32.96,9.53,14.68,68.98,3.36,16.04,144.02,845.8,389.46,359.91,370.14,40.01,18.53,148.18,25.45,67.29,37.2,49.49,149.18,229.83,1.84,380.28
Y7-M09-D28,112.2,140.34,344.43,33.82,9.83,14.08,70.06,3.45,16.47,141.24,845.2,382.97,359.88,362.36,38.87,18.24,146.23,24.99,64.55,36.39,50.52,151.71,231.8,1.77,397.23
Y7-M09-D29,111.31,138.82,333.85,32.94,9.59,13.71,70.36,3.3,15.98,145.54,853.37,385.95,362.84,375.08,38.87,18.24,146.59,24.97,64.13,36.28,50.13,142.08,238.08,1.89,431.59
Y7-M09-D30,112.11,138.02,331.91,32.65,9.3,13.81,70.65,3.52,15.6,149.24,897.15,387.87,372.67,378.24,39.16,17.99,143.79,24.94,65.78,37.17,50.21,132.63,232.16,1.84,431.38
Y7-M10-D03,110.63,138.07,339.07,33.31,9.55,13.07,68.9,3.54,15.49,143.12,887.97,376.03,362.34,373.3,38.79,18.14,144.07,25.06,64.84,37.55,49.65,126.19,228.8,1.78,420.13
Y7-M10-D04,110.91,138.93,335.84,34.52,9.79,13.09,72.07,3.55,15.47,136.67,860.65,372.2,345.38,358.48,40.05,17.78,144.62,24.77,65.31,37.23,50.67,131.03,224.3,1.76,420.91
Y7-M10-D05,112.48,140.51,344.65,36.26,10.62,13.38,72.94,3.32,15.57,135.18,835.3,363.75,337.3,343.25,39.82,17.67,145.71,23.94,65.34,37.45,52.06,136.24,223.15,1.65,443.11
Y7-M10-D06,112.87,139.55,350.41,34.97,11.16,13.57,71.9,3.33,15.0,133.95,819.68,369.1,339.69,361.04,39.94,18.02,147.52,22.69,65.6,37.45,52.38,137.24,220.93,1.69,431.8
Y7-M10-D07,110.61,137.01,339.96,34.17,10.51,13.87,70.46,3.23,14.99,132.54,851.3,367.75,341.8,367.47,39.03,17.65,146.9,21.86,63.93,37.99,52.9,127.13,221.76,1.61,432.88
Y7-M10-D10,109.74,135.88,329.18,32.2,10.39,14.6,71.14,3.12,14.69,136.37,875.16,370.69,345.59,361.74,38.93,17.88,150.4,22.45,66.18,38.73,52.76,121.7,216.89,1.59,421.46
Y7-M10-D11,108.58,137.38,319.69,32.38,11.23,15.11,75.11,3.14,14.57,141.83,864.58,360.1,328.51,348.82,38.76,18.04,153.55,22.76,67.02,38.18,53.06,119.43,219.37,1.64,432.12
Y7-M10-D12,107.17,135.21,301.27,30.95,10.7,15.68,77.01,3.18,15.2,144.06,873.23,365.29,344.46,366.65,39.35,17.82,151.01,22.12,64.74,37.38,53.47,124.5,218.55,1.58,435.67
Y7-M10-D13,110.68,133.85,299.86,31.4,11.11,15.29,75.53,3.16,15.37,140.18,886.52,356.0,363.98,379.88,41.07,17.94,151.3,21.62,62.13,37.16,55.16,122.26,215.77,1.67,465.91
Y7-M10-D14,110.6,133.36,291.34,29.36,11.14,15.12,79.32,2.91,15.89,138.21,889.26,349.1,354.73,370.27,40.56,18.29,150.21,21.6,63.17,36.8,53.6,115.77,212.24,1.65,455.81
Y7-M10-D17,109.09,132.39,279.72,28.32,11.13,14.83,80.92,2.92,16.16,145.71,911.47,349.81,359.59,389.9,41.58,18.37,153.41,20.71,63.57,37.26,52.31,111.95,214.45,1.59,440.61
Y7-M10-D18,110.14,132.31,283.74,28.77,11.03,15.93,81.83,2.94,16.1,149.09,888.69,348.62,355.28,395.73,40.01,18.54,155.44,20.37,62.99,37.5,52.08,108.66,211.33,1.59,441.1
Y7-M10-D19,110.22,133.76,282.38,29.71,11.25,16.94,79.86,3.23,16.48,144.08,898.26,353.1,371.59,388.79,38.88,18.41,155.36,20.27,64.32,37.71,51.38,112.1,216.25,1.59,439.52
Y7-M10-D20,109.05,134.39,281.09,29.03,11.42,17.06,83.04,3.28,16.68,141.64,900.68,352.92,359.5,389.13,38.58,18.46,153.7,20.66,64.9,37.49,52.99,111.17,209.92,1.56,447.96
Y7-M10-D21,109.55,133.64,277.71,29.43,10.88,16.19,82.15,3.42,16.86,143.94,897.57,358.16,372.56,399.99,39.53,18.4,149.97,20.42,62.68,38.16,53.42,114.56,212.86,1.57,447.71
Y7-M10-D24,111.64,133.41,279.9,29.3,11.08,15.24,82.97,3.24,17.0,141.97,889.45,360.6,373.4,400.33,39.04,18.31,149.89,20.32,61.66,38.06,53.18,109.51,212.87,1.61,432.28
Y7-M10-D25,113.83,133.25,283.85,30.23,11.39,15.13,84.32,3.2,16.82,141.73,908.81,365.58,380.4,411.43,38.87,18.19,150.02,20.82,59.77,38.5,53.64,112.29,210.19,1.66,420.95
Y7-M10-D26,115.94,135.29,284.17,32.29,11.02,15.9,83.49,3.43,17.85,137.07,881.53,375.11,373.08,426.53,38.21,18.33,147.34,20.32,59.04,37.6,54.29,108.86,216.96,1.65,417.19
Y7-M10-D27,115.61,137.73,282.94,31.65,10.73,15.9,84.31,3.41,17.11,136.32,887.5,381.82,364.58,430.73,37.8,18.28,144.84,21.31,58.29,37.03,53.91,105.42,214.9,1.6,414.61
Y7-M10-D28,117.05,135.91,274.32,31.63,10.91,16.14,84.42,3.43,17.25,136.74,874.34,370.95,355.57,423.64,38.14,18.41,148.95,22.02,57.87,36.7,53.16,112.11,209.32,1.58,409.42
Y7-M10-D31,116.13,137.21,272.66,31.12,10.67,16.2,83.87,3.36,17.23,140.12,887.64,376.09,359.97,420.51,38.13,18.06,148.79,21.83,58.27,35.59,54.75,115.65,209.5,1.59,396.36
Y7-M11-D01,114.87,137.38,272.31,31.58,10.51,16.14,81.98,3.14,16.83,136.99,891.96,387.15,362.91,410.6,39.26,17.86,148.76,22.02,57.87,35.89,56.39,110.33,217.26,1.58,391.29
Y7-M11-D02,115.23,138.61,278.99,31.28,10.13,15.73,84.67,3.23,17.53,140.96,921.09,380.76,379.59,405.54,39.42,18.16,151.59,22.45,58.29,36.31,55.29,105.87,219.62,1.57,381.46
Y7-M11-D03,114.57,138.62,290.45,30.65,10.34,16.35,87.4,3.17,17.62,144.39,967.3,359.19,369.46,399.71,38.46,17.98,152.47,22.9,57.96,36.41,55.77,102.53,223.27,1.54,400.03
Y7-M11-D04,114.14,137.67,279.49,29.18,10.55,16.17,85.34,2.97,17.31,143.65,941.5,360.49,370.82,376.45,37.38,17.97,153.28,22.78,58.71,36.35,56.84,106.29,237.07,1.51,403.64
Y7-M11-D07,112.79,135.81,281.83,29.21,10.98,15.34,82.21,2.92,16.88,150.11,900.96,359.29,370.0,373.74,37.6,17.96,152.01,22.33,57.5,35.38,55.51,104.58,235.7,1.52,406.1
Y7-M11-D08,113.2,135.2,275.21,28.82,10.84,15.4,82.04,2.95,17.0,148.45,916.75,367.28,363.8,378.53,36.31,18.06,153.17,22.08,59.29,35.48,54.68,102.9,238.99,1.52,404.95
Y7-M11-D09,112.31,136.06,274.48,28.04,11.22,15.51,84.96,2.82,16.95,147.71,982.41,360.99,389.24,388.77,37.13,17.68,151.83,21.49,57.63,35.23,53.87,109.47,238.66,1.57,419.09
Y7-M11-D10,113.95,137.42,276.01,29.35,11.76,11.3,81.98,2.95,16.84,148.73,1027.35,362.62,398.65,376.69,37.01,17.54,148.78,21.26,58.05,35.73,53.23,105.1,231.33,1.6,403.45
Y7-M11-D11,113.29,138.24,281.79,29.64,11.91,10.68,80.78,2.99,16.84,152.23,1019.57,370.89,393.42,373.07,37.28,17.72,150.88,21.96,58.42,35.83,53.23,106.49,234.63,1.6,431.52
Y7-M11-D14,115.67,138.46,292.53,30.59,12.08,9.98,81.29,3.16,17.67,153.88,987.33,363.55,381.6,373.23,37.47,17.56,150.53,21.6,59.53,36.15,54.46,102.73,241.69,1.55,409.5
Y7-M11-D15,112.18,136.71,291.13,30.9,11.7,9.9,81.56,3.09,17.63,152.74,953.24,360.09,406.27,372.96,38.92,17.44,146.49,20.16,56.74,35.72,54.55,104.1,240.46,1.51,443.38
Y7-M11-D16,111.86,137.87,297.13,31.64,11.46,10.12,81.11,3.08,18.31,152.79,1022.89,366.88,399.34,386.06,39.52,17.2,144.23,19.81,53.82,35.28,54.62,109.11,245.77,1.55,452.01
Y7-M11-D17,113.06,138.75,300.86,32.8,11.66,9.55,79.22,3.31,18.89,155.31,1019.42,379.35,399.54,409.09,38.92,17.47,145.58,19.88,55.25,35.45,52.41,105.21,236.55,1.5,455.48
Y7-M11-D18,114.12,141.45,312.19,33.37,12.1,8.78,80.53,3.19,18.48,148.37,1024.13,376.02,407.21,412.15,37.37,17.81,147.39,20.03,57.73,36.58,50.27,102.82,240.23,1.54,458.08
Y7-M11-D21,115.55,144.43,316.15,33.16,11.79,8.03,74.64,3.08,19.04,153.22,1010.35,375.63,397.25,411.76,37.23,17.59,145.6,20.47,58.4,35.84,51.34,104.62,244.09,1.54,508.17
Y7-M11-D22,116.17,143.81,324.71,32.88,12.22,7.95,76.03,3.05,18.87,152.39,1048.1,377.85,396.23,407.91,37.45,17.44,145.55,20.59,56.17,36.23,49.6,107.06,254.63,1.54,524.22
Y7-M11-D23,115.61,143.05,318.76,31.84,12.39,8.64,75.0,3.17,18.19,153.07,1058.58,383.64,397.73,411.39,37.77,17.46,144.37,21.12,56.06,36.5,50.23,104.35,254.44,1.62,538.31
Y7-M11-D24,114.11,144.01,315.09,31.63,12.29,9.11,76.06,3.29,18.54,156.39,1015.1,389.39,382.79,404.85,36.85,17.64,148.02,20.76,56.19,36.76,50.03,104.1,256.62,1.63,555.22
Y7-M11-D25,113.62,141.93,316.9,31.41,12.17,8.81,76.53,3.28,18.54,157.49,1068.83,407.9,379.93,422.3,38.29,17.46,148.46,20.59,56.56,36.3,50.62,98.47,261.05,1.65,566.32
Y7-M11-D28,112.93,140.49,318.18,32.19,12.22,8.86,73.09,3.18,19.03,157.4,1063.64,422.06,377.4,431.03,39.37,17.12,148.42,19.89,55.0,36.28,48.53,105.91,267.52,1.68,538.07
Y7-M11-D29,114.95,140.93,317.89,33.53,12.63,8.74,75.15,3.2,18.89,165.8,1074.39,426.54,362.41,423.15,38.01,17.28,148.82,20.3,54.02,36.09,47.2,107.93,270.43,1.67,526.78
Y7-M11-D30,116.05,139.35,303.22,34.91,12.36,8.58,72.45,3.08,18.35,167.51,1095.82,409.24,348.71,428.29,37.21,17.06,148.63,20.84,54.02,36.72,48.88,109.78,270.79,1.69,537.32
Y7-M12-D01,117.6,138.18,318.35,33.58,12.31,8.29,72.85,3.02,18.54,166.75,1111.67,421.02,362.68,440.72,39.26,17.05,145.98,21.39,53.75,36.25,47.67,105.39,267.09,1.6,547.36
Y7-M12-D02,117.69,141.03,310.15,33.9,12.76,8.2,72.99,3.24,18.24,160.85,1104.54,412.1,351.05,414.26,38.87,16.91,144.81,20.75,51.43,35.48,45.59,110.35,263.85,1.63,557.67
Y7-M12-D05,121.9,142.51,318.03,33.39,12.55,9.06,73.95,3.25,18.88,159.42,1058.4,405.85,341.5,395.26,37.44,16.9,145.79,21.76,51.32,34.79,46.73,105.89,262.36,1.58,529.19
Y7-M12-D06,121.46,143.11,333.82,32.67,12.88,10.42,74.97,3.37,18.81,168.21,1042.05,392.86,330.95,381.29,38.33,16.81,146.11,22.21,52.11,34.29,47.38,111.71,260.43,1.5,519.94
Y7-M12-D07,121.05,142.48,314.15,31.64,13.02,11.54,74.13,3.44,18.35,159.91,1043.4,382.47,322.19,388.54,37.43,16.78,146.19,22.87,52.26,34.81,48.62,114.64,257.78,1.53,521.33
Y7-M12-D08,121.47,142.06,306.73,31.19,13.22,12.6,73.71,3.4,18.14,161.44,1021.28,380.34,300.0,373.69,35.82,16.42,142.75,22.13,51.19,34.34,48.64,114.71,256.91,1.58,543.3
Y7-M12-D09,121.34,143.07,293.15,30.35,12.32,12.49,73.62,3.52,18.17,159.29,1035.19,377.71,304.36,363.88,36.66,16.46,146.38,22.27,54.22,35.5,47.37,117.0,260.83,1.51,531.63
Y7-M12-D12,120.35,143.4,303.03,30.05,12.5,11.84,70.76,3.66,17.98,166.22,1090.83,381.27,318.08,374.44,36.84,16.71,148.85,21.78,54.25,35.03,47.98,120.33,264.21,1.47,506.55
Y7-M12-D13,120.61,139.77,311.26,29.48,12.45,11.52,68.63,3.71,17.18,155.66,1038.37,391.14,300.28,348.33,37.36,16.62,147.95,21.37,53.11,34.64,47.6,125.85,263.23,1.5,516.44
Y7-M12-D14,121.36,138.16,302.45,29.28,12.16,11.14,66.9,3.53,16.92,151.14,1016.84,402.85,300.55,357.72,38.73,16.52,147.71,20.58,53.06,34.63,48.67,118.1,254.63,1.49,498.56
Y7-M12-D15,121.45,135.68,296.43,26.43,11.16,11.5,67.43,3.4,16.69,149.31,983.76,409.99,289.65,358.6,39.48,16.64,149.25,21.04,53.44,35.22,49.05,114.08,262.1,1.44,477.1
Y7-M12-D16,119.38,131.66,272.98,23.89,10.1,11.97,67.64,3.2,17.26,145.34,1006.62,412.72,301.94,368.71,40.57,16.75,149.58,21.83,55.07,35.81,48.74,111.72,263.77,1.45,455.12
Y7-M12-D19,116.12,129.3,261.04,22.3,10.17,11.76,65.48,3.45,17.7,148.71,1068.12,421.18,330.03,377.56,40.74,17.27,151.86,22.49,56.56,36.22,48.03,110.86,261.37,1.4,435.31
Y7-M12-D20,115.65,129.07,260.92,21.83,10.37,11.13,63.91,3.65,17.42,158.24,1062.33,403.85,339.85,409.84,40.22,17.59,154.32,23.81,60.36,36.86,47.83,114.54,255.82,1.4,442.9
Y7-M12-D21,116.73,130.74,273.55,21.77,10.31,11.38,61.58,3.43,17.62,158.02,1085.67,397.46,328.72,405.8,40.4,17.55,158.68,24.3,63.12,38.25,48.98,115.08,256.07,1.45,433.33
Y7-M12-D22,119.46,132.3,289.55,21.66,10.21,11.52,62.18,3.44,17.76,162.8,1116.33,398.83,340.01,407.33,39.76,17.66,159.5,24.13,64.04,38.21,48.53,105.36,260.73,1.49,416.48
Y7-M12-D23,120.86,131.88,305.97,22.89,10.48,11.96,64.37,3.34,17.93,165.31,1091.55,394.92,340.44,432.6,40.04,17.46,160.11,24.42,63.72,38.79,48.59,106.5,260.55,1.48,409.69
Y7-M12-D26,122.81,130.32,330.6,21.48,10.93,11.69,62.8,3.22,17.61,164.73,1102.31,388.91,324.99,427.11,39.92,17.32,161.31,25.24,62.83,37.93,49.94,107.14,273.35,1.51,404.05
Y7-M12-D27,121.82,133.57,345.19,20.02,10.49,12.67,61.98,3.32,18.33,157.9,1160.53,384.99,326.11,451.69,39.96,17.59,163.11,25.03,63.57,38.88,51.36,104.74,272.71,1.47,398.14
Y7-M12-D28,118.51,129.44,315.34,18.95,9.65,12.99,62.76,3.17,17.82,163.18,1086.97,368.06,327.74,429.03,38.34,17.69,163.22,24.91,63.13,38.31,51.65,103.19,274.07,1.55,409.52
Y7-M12-D29,115.61,128.18,284.6,17.48,8.54,13.51,63.43,3.24,17.23,158.51,1111.41,362.1,342.39,439.04,39.01,17.64,168.34,26.32,65.55,38.72,51.33,100.4,266.98,1.55,388.32
Y7-M12-D30,116.58,129.22,289.19,17.37,8.56,13.72,64.08,3.3,17.47,155.75,1126.82,359.73,339.87,449.81,41.06,17.76,165.82,27.6,67.27,38.37,51.48,103.27,260.8,1.56,421.46
Y8-M01-D02,115.15,126.84,295.73,17.01,7.81,13.91,65.97,3.51,17.58,162.21,1225.98,370.35,348.51,504.66,44.2,17.57,164.32,27.13,64.78,38.42,51.94,101.36,261.39,1.57,409.45
Y8-M01-D03,114.51,126.83,303.5,17.3,7.93,14.34,65.48,3.69,17.19,164.75,1255.08,376.13,358.49,494.52,44.29,17.66,165.74,27.85,63.05,38.75,51.18,101.77,258.16,1.55,425.35
Y8-M01-D04,115.94,127.44,319.47,18.15,8.76,14.14,66.48,3.93,17.82,167.98,1303.97,369.72,371.97,480.37,43.25,17.76,165.07,29.09,63.3,38.25,49.45,103.76,257.54,1.5,411.29
Y8-M01-D05,114.68,124.33,320.14,17.86,8.38,14.57,65.31,4.05,17.94,166.44,1365.75,390.45,361.61,478.61,42.74,17.6,164.45,28.13,61.94,37.33,49.41,100.64,254.28,1.42,388.11
Y8-M01-D06,115.57,128.58,331.17,17.35,8.48,14.47,64.7,3.73,16.56,160.67,1342.43,388.74,366.72,475.65,41.6,17.04,165.63,27.45,60.05,37.16,48.45,99.37,255.67,1.48,385.54
Y8-M01-D09,116.62,127.95,342.39,16.92,8.12,15.31,62.69,3.84,15.9,158.59,1379.7,387.36,375.71,460.6,42.24,17.29,165.48,26.9,59.65,37.45,48.04,97.91,258.39,1.55,385.78
Y8-M01-D10,117.74,130.24,356.15,16.65,8.24,15.07,62.29,3.77,16.1,158.9,1390.94,389.72,387.66,469.13,41.93,17.0,164.76,27.74,58.31,36.64,46.15,94.89,251.84,1.57,389.45
Y8-M01-D11,115.82,129.99,334.76,16.48,8.4,14.84,61.33,3.59,15.91,158.97,1298.23,404.0,372.05,444.24,40.2,17.06,163.81,28.14,59.73,37.33,45.76,97.53,248.13,1.58,354.76
Y8-M01-D12,117.0,130.56,345.69,16.16,9.15,15.73,60.27,3.59,15.31,171.36,1295.56,412.11,365.7,443.73,38.07,17.09,164.82,29.97,60.39,37.42,47.13,96.81,242.27,1.51,360.97
Y8-M01-D13,117.55,131.21,350.76,17.68,8.81,15.54,58.91,3.55,15.43,175.3,1350.05,425.09,374.39,458.04,38.98,16.95,162.67,29.1,57.49,37.33,46.65,95.76,239.62,1.53,366.59
Y8-M01-D16,119.35,132.87,350.91,17.88,8.75,15.5,57.68,3.73,15.21,185.73,1398.5,441.51,385.04,423.13,40.17,16.86,157.95,29.17,56.65,36.1,46.32,92.86,243.04,1.55,374.49
Y8-M01-D17,122.63,132.96,370.68,18.49,9.65,14.91,60.28,3.86,14.86,185.99,1323.16,420.75,388.25,422.64,39.12,17.23,155.3,28.38,57.44,35.81,47.28,97.01,246.74,1.56,349.46
Y8-M01-D18,125.68,135.26,382.75,18.53,9.82,14.87,58.19,4.08,15.97,195.62,1357.92,430.53,389.66,430.72,38.47,17.06,154.4,27.45,57.76,36.23,48.01,94.66,245.19,1.55,341.52
Y8-M01-D19,126.57,139.87,399.4,18.89,9.85,13.82,59.22,4.08,15.78,198.6,1256.02,419.27,367.05,442.22,38.28,16.8,155.19,27.44,59.31,36.05,48.99,98.45,239.86,1.5,346.1
Y8-M01-D20,126.65,140.42,398.79,19.39,10.24,13.53,59.82,4.08,16.47,201.53,1244.19,437.18,374.88,448.83,38.99,16.72,155.08,26.62,57.88,34.92,47.35,92.93,238.34,1.51,336.06
Y8-M01-D23,129.97,141.9,417.35,20.38,11.32,13.84,59.61,4.12,16.3,211.52,1261.35,429.52,368.74,418.83,38.73,16.89,161.86,27.74,59.75,35.27,47.96,90.35,236.9,1.54,334.48
Y8-M01-D24,132.13,142.37,417.84,20.08,10.06,13.5,61.41,4.24,15.86,206.9,1322.57,435.18,387.58,458.45,39.3,16.81,162.38,26.89,57.84,34.97,47.46,91.22,242.05,1.53,341.91
Y8-M01-D25,126.03,144.51,393.0,19.22,9.02,12.77,63.69,4.12,15.78,210.31,1254.32,456.46,402.7,479.13,38.23,16.84,160.78,27.37,58.07,34.77,47.04,89.71,238.5,1.49,351.9
Y8-M01-D26,127.59,142.36,392.61,20.01,9.1,12.93,63.77,4.4,16.03,213.29,1232.16,447.19,400.26,451.84,39.33,16.74,158.18,27.35,58.75,35.17,48.5,90.86,243.45,1.53,334.57
Y8-M01-D27,128.07,139.57,392.85,19.49,8.74,12.43,62.14,4.42,15.04,208.0,1257.38,439.23,379.09,463.53,38.82,16.8,159.38,27.81,60.27,35.76,49.0,85.39,245.43,1.53,334.75
Y8-M01-D30,126.91,138.37,393.85,20.27,8.36,12.71,61.52,4.39,14.97,208.61,1233.25,448.44,390.23,469.53,39.91,16.73,161.28,27.87,59.22,36.76,49.25,89.25,240.37,1.47,322.13
Y8-M01-D31,123.93,138.15,385.61,18.31,7.67,12.89,63.29,4.46,15.66,209.09,1141.55,428.9,381.18,439.59,40.65,16.68,165.15,27.74,59.19,36.98,49.42,90.64,240.46,1.45,316.78
Y8-M02-D01,127.64,138.79,371.99,18.36,7.22,12.95,63.59,4.84,15.38,219.38,1173.14,417.49,390.76,436.39,41.13,16.64,165.63,27.62,60.43,36.68,49.63,89.16,245.49,1.44,335.98
Y8-M02-D02,128.41,138.87,381.68,19.03,7.11,12.54,62.87,4.48,15.32,226.26,1201.91,436.23,383.06,431.48,41.07,16.79,165.27,28.22,61.89,37.52,49.12,89.58,241.5,1.43,332.66
Y8-M02-D03,128.06,137.28,400.62,19.64,6.96,12.57,63.2,4.95,16.07,225.92,1251.77,443.14,384.85,412.73,40.97,17.08,162.57,28.88,61.86,37.27,49.07,90.39,242.83,1.45,335.88
Y8-M02-D06,131.55,141.02,412.97,21.35,7.14,12.59,62.82,5.01,16.5,232.08,1210.93,431.85,390.48,414.51,41.8,16.9,165.43,29.03,61.19,37.38,50.47,94.65,252.33,1.45,341.45
Y8-M02-D07,130.0,141.37,402.94,21.76,6.87,12.39,64.3,4.72,17.67,231.96,1224.6,425.29,381.54,407.54,41.09,16.9,165.47,27.75,60.52,37.0,49.87,91.3,251.81,1.43,325.56
Y8-M02-D08,132.78,139.31,411.71,21.46,7.56,12.87,64.76,4.59,17.36,229.08,1274.83,430.52,377.52,410.94,41.14,17.21,166.35,29.42,60.79,37.38,50.28,90.43,259.06,1.34,321.03
Y8-M02-D09,131.11,138.9,406.58,20.82,7.32,12.02,63.58,4.31,17.66,230.28,1256.93,427.67,389.06,397.56,40.8,17.11,165.25,29.01,58.21,36.79,52.42,94.84,260.04,1.37,332.02
Y8-M02-D10,128.65,136.37,369.81,19.59,6.95,12.25,65.07,4.37,18.61,224.36,1334.16,446.37,384.39,392.01,41.51,17.07,165.14,29.31,57.71,37.48,51.05,102.42,264.25,1.38,326.21
Y8-M02-D13,129.44,135.69,373.26,18.73,7.16,11.5,66.15,4.55,19.55,230.54,1298.99,442.72,383.75,391.12,41.1,17.15,164.54,28.84,57.23,36.95,52.93,104.85,270.65,1.47,317.35
Y8-M02-D14,126.73,133.14,351.06,17.17,6.49,11.4,69.83,4.41,19.04,233.83,1312.48,448.86,385.81,385.76,40.75,17.0,163.18,28.34,58.62,36.31,52.98,112.62,277.91,1.49,315.2
Y8-M02-D15,123.24,134.76,352.34,16.94,6.38,11.85,73.93,4.54,19.65,237.24,1294.28,452.02,384.34,381.93,41.0,17.15,165.18,28.37,60.41,36.54,54.64,116.28,293.63,1.55,305.41
